ID azienda,Area of Activity,EMTAK Code,NACE Code,Source
794,Other personal service activities n.e.c.,9609 (EMTAK 2008),96.09,Electronic submission                                    (19.10.2016)                                    
796,Repair of machinery,33121 (EMTAK 2008),33.12,Annual report                                    (27.06.2022)                                    
797,Other information technology and computer service activities,62091 (EMTAK 2008),62.09,Electronic submission                                    (04.03.2022)                                    
798,Business and other management consultancy activities,70221 (EMTAK 2008),70.22,Annual report                                    (07.06.2021)                                    
799,Wholesale of other intermediate products,46761 (EMTAK 2008),46.76,Annual report                                    (30.06.2022)                                    
800,Freight transport by road,4941 (EMTAK 2008),49.41,Annual report                                    (29.06.2022)                                    
801,Maintenance and repair of motor vehicles,45201 (EMTAK 2008),45.20,Annual report                                    (23.06.2022)                                    
802,Web portals,63121 (EMTAK 2008),63.12,Annual report                                    (09.03.2022)                                    
804,Floor and wall covering,43331 (EMTAK 2008),43.33,Annual report                                    (28.06.2022)                                    
805,Computer programming activities,62011 (EMTAK 2008),62.01,Annual report                                    (04.02.2022)                                    
806,"Activities of saunas, sunbeds and massage salons and other services related to physical well-being",96041 (EMTAK 2008),96.04,Annual report                                    (29.06.2022)                                    
807,"Retail sale of computers, peripheral units and software in specialised stores",47411 (EMTAK 2008),47.41,Electronic submission                                    (31.12.2021)                                    
808,Hairdressing and other beauty treatment,96021 (EMTAK 2008),96.02,Annual report                                    (15.06.2022)                                    
809,"Other retail sale not in stores, stalls or markets",4799 (EMTAK 2008),47.99,Annual report                                    (09.12.2020)                                    
810,Construction of residential and non-residential buildings,41201 (EMTAK 2008),41.20,Annual report                                    (01.08.2022)                                    
814,Other cleaning activities of buildings and industrial cleaning,81221 (EMTAK 2008),81.22,Electronic submission                                    (19.11.2017)                                    
815,"Wholesale of other general-purpose and special-purpose machinery, apparatus and equipment",46699 (EMTAK 2008),46.69,Electronic submission                                    (20.01.2021)                                    
816,Repair of furniture and home furnishings,95241 (EMTAK 2008),95.24,Statistics Estonia                                    (01.11.2021)                                    
818,"Ethnic minorities organisations and cultural societies, associations for the purpose of integrityand friendship between nations",94994 (EMTAK 2008),94.99,Annual report                                    (06.08.2021)                                    
819,Car washing and other services,45202 (EMTAK 2008),45.20,Annual report                                    (27.07.2021)                                    
821,Hotels,55101 (EMTAK 2008),55.10,Electronic submission                                    (26.10.2022)                                    
822,"Activities of churches, congregations and monasteries",94911 (EMTAK 2008),94.91,Annual report                                    (28.03.2022)                                    
823,Manufacture of beer,11051 (EMTAK 2008),11.05,Statistics Estonia                                    (01.11.2021)                                    
824,"Other credit granting, except pawn shops",64929 (EMTAK 2008),64.92,Annual report                                    (17.08.2009)                                    
825,Protection and custody of civil rights; special group protection activities,94991 (EMTAK 2008),94.99,Electronic submission                                    (16.03.2022)                                    
827,"Activities of saunas, sunbeds and massage salons and other services related to physical well-being",96041 (EMTAK 2008),96.04,Annual report                                    (29.06.2022)                                    
829,Retail sale via mail order houses or via Internet,47911 (EMTAK 2008),47.91,Annual report                                    (19.03.2022)                                    
830,Manufacture of other transport equipment n.e.c.,30991 (EMTAK 2008),30.99,Annual report                                    (08.06.2018)                                    
832,Construction of residential and non-residential buildings,41201 (EMTAK 2008),41.20,Annual report                                    (01.07.2014)                                    
838,Buying and selling of own real estate,68101 (EMTAK 2008),68.10,Annual report                                    (25.06.2022)                                    
839,Taxi operation,49321 (EMTAK 2008),49.32,Electronic submission                                    (07.02.2014)                                    
841,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Electronic submission                                    (03.12.2021)                                    
842,Real estate agencies,68311 (EMTAK 2008),68.31,Annual report                                    (06.10.2022)                                    
843,Other service activities,96099 (EMTAK 2008),96.09,Electronic submission                                    (04.07.2021)                                    
844,Other personal service activities n.e.c.,9609 (EMTAK 2008),96.09,Annual report                                    (24.03.2022)                                    
845,Travel agency activities,79111 (EMTAK 2008),79.11,Annual report                                    (14.06.2022)                                    
846,Logging,02201 (EMTAK 2008),02.20,Field of activity code data encoding by RIK                                    (11.12.1998)                                    
847,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Electronic submission                                    (13.06.2022)                                    
849,Retail sale of furniture and articles for lighting,47591 (EMTAK 2008),47.59,Electronic submission                                    (25.05.2021)                                    
850,Other business support service activities n.e.c.,82991 (EMTAK 2008),82.99,Electronic submission                                    (22.12.2021)                                    
851,Wholesale of equipment used in food industry and commercial activities,46693 (EMTAK 2008),46.69,Annual report                                    (29.06.2022)                                    
853,"Bookkeeping, tax consulting",69202 (EMTAK 2008),69.20,Annual report                                    (29.06.2022)                                    
854,Other passenger land transport,49399 (EMTAK 2008),49.39,Electronic submission                                    (16.08.2021)                                    
857,Translation and interpretation activities,74301 (EMTAK 2008),74.30,Annual report                                    (29.06.2021)                                    
858,Other information service activities n.e.c.,63991 (EMTAK 2008),63.99,Electronic submission                                    (07.09.2021)                                    
860,Media representation,73121 (EMTAK 2008),73.12,Annual report                                    (29.06.2022)                                    
866,Business and other management consultancy activities,70221 (EMTAK 2008),70.22,Annual report                                    (13.12.2021)                                    
867,"Activities of churches, congregations and monasteries",94911 (EMTAK 2008),94.91,Annual report                                    (04.05.2022)                                    
868,Hairdressing and other beauty treatment,9602 (EMTAK 2008),96.02,Annual report                                    (09.06.2020)                                    
869,Car washing and other services,45202 (EMTAK 2008),45.20,Annual report                                    (10.07.2022)                                    
871,Construction of residential and non-residential buildings,41201 (EMTAK 2008),41.20,Annual report                                    (18.03.2022)                                    
873,Other building completion and finishing,43391 (EMTAK 2008),43.39,Annual report                                    (20.06.2022)                                    
874,Retail sale of cosmetic and toilet articles in specialised stores,47751 (EMTAK 2008),47.75,Electronic submission                                    (15.08.2021)                                    
875,Construction of residential and non-residential buildings,41201 (EMTAK 2008),41.20,Annual report                                    (29.06.2021)                                    
876,"Activities of saunas, sunbeds and massage salons and other services related to physical well-being",96041 (EMTAK 2008),96.04,Electronic submission                                    (01.07.2021)                                    
877,Forwarding agencies services,52291 (EMTAK 2008),52.29,Electronic submission                                    (09.05.2018)                                    
878,Other healthcare activities not classified elsewhere,86909 (EMTAK 2008),86.90,Electronic submission                                    (02.12.2021)                                    
879,Other healthcare activities not classified elsewhere,86909 (EMTAK 2008),86.90,Annual report                                    (05.06.2022)                                    
880,Hotels,55101 (EMTAK 2008),55.10,Annual report                                    (17.06.2022)                                    
882,Other personal service activities n.e.c.,9609 (EMTAK 2008),96.09,Annual report                                    (11.10.2018)                                    
884,"Bookkeeping, tax consulting",69202 (EMTAK 2008),69.20,Annual report                                    (27.06.2022)                                    
885,Other information technology and computer service activities,62091 (EMTAK 2008),62.09,Annual report                                    (22.09.2022)                                    
886,Business and other management consultancy activities,70221 (EMTAK 2008),70.22,Annual report                                    (27.04.2020)                                    
889,Retail sale of cosmetic and toilet articles in specialised stores,47751 (EMTAK 2008),47.75,Annual report                                    (16.06.2010)                                    
891,Other social work activities without accommodation n.e.c.,88991 (EMTAK 2008),88.99,Annual report                                    (15.06.2022)                                    
892,Credit institutions (banks),64191 (EMTAK 2008),64.19,Annual report                                    (31.05.2022)                                    
893,Fund management activities,66301 (EMTAK 2008),66.30,Annual report                                    (31.05.2022)                                    
895,Other amusement and recreation activities not classified elsewhere,93299 (EMTAK 2008),93.29,Annual report                                    (22.06.2022)                                    
897,Other amusement and recreation activities,9329 (EMTAK 2008),93.29,Electronic submission                                    (03.10.2022)                                    
899,Silviculture and other forestry activities,02101 (EMTAK 2008),02.10,The undertaking notified himself/herself                                    (06.02.2009)                                    
902,Other sports and recreational education,85519 (EMTAK 2008),85.51,Annual report                                    (29.06.2022)                                    
903,Hairdressing and other beauty treatment,96021 (EMTAK 2008),96.02,Annual report                                    (25.05.2020)                                    
904,Associations and foundations for the purpose of regional/local life development and support,94992 (EMTAK 2008),94.99,Annual report                                    (25.01.2022)                                    
905,Sale of cars and light motor vehicles,45111 (EMTAK 2008),45.11,Electronic submission                                    (07.11.2014)                                    
906,Business and other management consultancy activities,70221 (EMTAK 2008),70.22,Electronic submission                                    (07.11.2009)                                    
909,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Electronic submission                                    (31.08.2022)                                    
910,"Management of buildings and rental houses (apartment associations, housing associations, building associations etc)",68321 (EMTAK 2008),68.32,Annual report                                    (19.06.2022)                                    
911,Other education not classified elsewhere,85599 (EMTAK 2008),85.59,Annual report                                    (03.09.2017)                                    
914,Car washing and other services,45202 (EMTAK 2008),45.20,Annual report                                    (18.07.2022)                                    
915,Manufacture of optical instruments and photographic equipment \xc2\xa0,26701 (EMTAK 2008),26.70,Electronic submission                                    (19.12.2019)                                    
916,Motion picture and video production,59111 (EMTAK 2008),59.11,Annual report                                    (18.04.2022)                                    
917,Telecommunication services in fixed communications network,61101 (EMTAK 2008),61.10,Electronic submission                                    (29.03.2021)                                    
918,Financial consulting,66191 (EMTAK 2008),66.19,Annual report                                    (21.07.2022)                                    
919,Holiday village and camp,55203 (EMTAK 2008),55.20,Annual report                                    (01.07.2022)                                    
920,Buying and selling of own real estate,68101 (EMTAK 2008),68.10,Annual report                                    (07.04.2022)                                    
921,Computer consultancy activities,62021 (EMTAK 2008),62.02,Annual report                                    (06.01.2021)                                    
922,Computer programming activities,62011 (EMTAK 2008),62.01,Electronic submission                                    (24.08.2022)                                    
923,Business and other management consultancy activities,70221 (EMTAK 2008),70.22,Annual report                                    (05.11.2020)                                    
925,Engineering activities and related technical consultancy,7112 (EMTAK 2008),71.12,Annual report                                    (26.01.2020)                                    
926,Insulation work activities,43291 (EMTAK 2008),43.29,Annual report                                    (10.06.2021)                                    
928,Artistic creation,90031 (EMTAK 2008),90.03,Electronic submission                                    (16.10.2022)                                    
930,"Other professional, scientific and technical activities n.e.c.",74901 (EMTAK 2008),74.90,Electronic submission                                    (20.09.2021)                                    
931,"Production and presentation of live concerts, musical creation and other similar activities",90012 (EMTAK 2008),90.01,Annual report                                    (12.04.2022)                                    
932,Retail sale via mail order houses or via Internet,47911 (EMTAK 2008),47.91,Electronic submission                                    (16.12.2021)                                    
933,Constructional engineering-technical designing and consulting,71121 (EMTAK 2008),71.12,Annual report                                    (02.03.2022)                                    
934,Non-specialised wholesale trade,46901 (EMTAK 2008),46.90,Electronic submission                                    (14.03.2012)                                    
935,"Retail sale via stalls and markets of food, beverages and tobacco products",47811 (EMTAK 2008),47.81,Annual report                                    (30.06.2022)                                    
936,"Activities of saunas, sunbeds and massage salons and other services related to physical well-being",96041 (EMTAK 2008),96.04,Annual report                                    (29.06.2021)                                    
938,Hairdressing and other beauty treatment,96021 (EMTAK 2008),96.02,Electronic submission                                    (30.01.2020)                                    
939,"Activities of saunas, sunbeds and massage salons and other services related to physical well-being",96041 (EMTAK 2008),96.04,Electronic submission                                    (22.04.2022)                                    
940,Retail sale via mail order houses or via Internet,47911 (EMTAK 2008),47.91,Electronic submission                                    (09.04.2019)                                    
941,"Wholesale of furniture, carpets and lighting equipment",46471 (EMTAK 2008),46.47,Electronic submission                                    (28.10.2021)                                    
942,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (01.12.2021)                                    
943,"Production and presentation of live concerts, musical creation and other similar activities",90012 (EMTAK 2008),90.01,Annual report                                    (18.10.2022)                                    
944,Other software publishing,58291 (EMTAK 2008),58.29,Annual report                                    (28.06.2018)                                    
947,Computer programming activities,62011 (EMTAK 2008),62.01,Annual report                                    (27.10.2021)                                    
948,Computer programming activities,62011 (EMTAK 2008),62.01,Electronic submission                                    (16.04.2018)                                    
949,"Other financial service activities, except insurance and pension funding n.e.c.",64991 (EMTAK 2008),64.99,Electronic submission                                    (06.10.2021)                                    
950,Computer programming activities,62011 (EMTAK 2008),62.01,Electronic submission                                    (17.08.2021)                                    
951,Renting of rail vehicles,77391 (EMTAK 2008),77.39,Annual report                                    (24.06.2022)                                    
952,Other retail sale in non-specialised stores,47191 (EMTAK 2008),47.19,Annual report                                    (02.12.2008)                                    
953,Business and other management consultancy activities,70221 (EMTAK 2008),70.22,Electronic submission                                    (04.08.2022)                                    
954,Renting of rail vehicles,77391 (EMTAK 2008),77.39,Annual report                                    (24.06.2022)                                    
955,Activities of holding companies,64201 (EMTAK 2008),64.20,Electronic submission                                    (01.08.2018)                                    
956,Other research and experimental development on natural sciences and engineering,72191 (EMTAK 2008),72.19,Electronic submission                                    (06.06.2022)                                    
957,Computer programming activities,62011 (EMTAK 2008),62.01,Annual report                                    (20.04.2022)                                    
958,Buying and selling of own real estate,68101 (EMTAK 2008),68.10,Annual report                                    (01.07.2019)                                    
959,Gambling and betting activities,92001 (EMTAK 2008),92.00,Electronic submission                                    (19.03.2021)                                    
960,"Water collection, treatment and supply",36001 (EMTAK 2008),36.00,Annual report                                    (01.07.2022)                                    
961,Other business support service activities n.e.c.,82991 (EMTAK 2008),82.99,Electronic submission                                    (22.12.2021)                                    
962,Retail sale of games and toys in specialised stores,47651 (EMTAK 2008),47.65,Annual report                                    (25.10.2022)                                    
963,Artistic creation,90031 (EMTAK 2008),90.03,Electronic submission                                    (21.01.2020)                                    
964,"Trusts, funds and similar financial entities",64301 (EMTAK 2008),64.30,Electronic submission                                    (07.06.2022)                                    
965,Fund management activities,66301 (EMTAK 2008),66.30,Electronic submission                                    (03.09.2020)                                    
966,Retail sale via mail order houses or via Internet,47911 (EMTAK 2008),47.91,Annual report                                    (07.06.2022)                                    
968,Computer programming activities,62011 (EMTAK 2008),62.01,Electronic submission                                    (11.11.2019)                                    
970,Computer programming activities,62011 (EMTAK 2008),62.01,Annual report                                    (25.06.2021)                                    
971,Business and other management consultancy activities,70221 (EMTAK 2008),70.22,Annual report                                    (15.03.2021)                                    
973,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (30.06.2022)                                    
974,Other information technology and computer service activities,62091 (EMTAK 2008),62.09,Annual report                                    (06.06.2022)                                    
975,Web portals,63121 (EMTAK 2008),63.12,Annual report                                    (13.07.2022)                                    
976,"Data processing, hosting and related activities",63111 (EMTAK 2008),63.11,Electronic submission                                    (17.07.2018)                                    
977,Market research and public opinion polling,73201 (EMTAK 2008),73.20,Electronic submission                                    (31.05.2021)                                    
978,Specialised design activities,74101 (EMTAK 2008),74.10,Annual report                                    (01.07.2022)                                    
979,Business and other management consultancy activities,70221 (EMTAK 2008),70.22,Annual report                                    (02.07.2018)                                    
980,Retail sale via stalls and markets of other goods,47891 (EMTAK 2008),47.89,Annual report                                    (12.06.2022)                                    
981,"Data processing, hosting and related activities",63111 (EMTAK 2008),63.11,Annual report                                    (03.10.2022)                                    
982,Visitor flats,55204 (EMTAK 2008),55.20,Annual report                                    (19.06.2022)                                    
983,Advertising agencies,73111 (EMTAK 2008),73.11,Electronic submission                                    (01.11.2022)                                    
984,Forwarding agencies services,52291 (EMTAK 2008),52.29,Annual report                                    (12.09.2018)                                    
986,"Other professional, scientific and technical activities n.e.c.",74901 (EMTAK 2008),74.90,Annual report                                    (30.06.2021)                                    
987,Activities of holding companies,64201 (EMTAK 2008),64.20,Recoding                                    (01.01.2008)                                    
988,Tour operator activities,79121 (EMTAK 2008),79.12,Annual report                                    (01.12.2021)                                    
990,Activities of holding companies,64201 (EMTAK 2008),64.20,Electronic submission                                    (23.10.2018)                                    
991,Artistic creation,90031 (EMTAK 2008),90.03,Electronic submission                                    (17.05.2022)                                    
992,Other electronical communications services,61901 (EMTAK 2008),61.90,Electronic submission                                    (26.11.2018)                                    
993,Organisation of conventions and trade shows,82301 (EMTAK 2008),82.30,Annual report                                    (03.07.2022)                                    
994,Other building completion and finishing,43391 (EMTAK 2008),43.39,Annual report                                    (10.10.2022)                                    
995,Agents specialised in the sale of other particular products,46181 (EMTAK 2008),46.18,Annual report                                    (29.06.2017)                                    
996,Wholesale of electronic and telecommunications equipment and parts,46521 (EMTAK 2008),46.52,Electronic submission                                    (13.10.2022)                                    
997,Wholesale of medical appliances and surgical and orthopaedic instruments and devices,46462 (EMTAK 2008),46.46,Annual report                                    (25.05.2022)                                    
1000,Computer programming activities,62011 (EMTAK 2008),62.01,Annual report                                    (30.06.2022)                                    
1001,Computer programming activities,62011 (EMTAK 2008),62.01,Electronic submission                                    (13.05.2020)                                    
1002,Book publishing,58111 (EMTAK 2008),58.11,Annual report                                    (27.07.2021)                                    
1004,Other software publishing,58291 (EMTAK 2008),58.29,Electronic submission                                    (27.01.2020)                                    
1005,Business and other management consultancy activities,70221 (EMTAK 2008),70.22,Annual report                                    (06.07.2022)                                    
1006,Computer programming activities,62011 (EMTAK 2008),62.01,Electronic submission                                    (09.11.2022)                                    
1008,Development of building projects,41101 (EMTAK 2008),41.10,Annual report                                    (29.04.2022)                                    
1009,Other electronical communications services,61901 (EMTAK 2008),61.90,Annual report                                    (09.09.2022)                                    
1011,Computer programming activities,62011 (EMTAK 2008),62.01,Annual report                                    (25.04.2022)                                    
1012,Computer programming activities,62011 (EMTAK 2008),62.01,Annual report                                    (20.06.2022)                                    
1014,Other activities auxiliary to financial services that are not classified elsewhere,66199 (EMTAK 2008),66.19,Electronic submission                                    (08.04.2021)                                    
1015,Manufacture of other wearing apparel and accessories,14199 (EMTAK 2008),14.19,Annual report                                    (05.07.2021)                                    
1016,Computer facilities management activities,62031 (EMTAK 2008),62.03,Electronic submission                                    (30.09.2021)                                    
1017,Business and other management consultancy activities,70221 (EMTAK 2008),70.22,Electronic submission                                    (08.12.2021)                                    
1020,Car washing and other services,45202 (EMTAK 2008),45.20,Annual report                                    (10.04.2019)                                    
1021,Other engineering-technical activities,71129 (EMTAK 2008),71.12,Annual report                                    (30.06.2022)                                    
1022,Business and other management consultancy activities,70221 (EMTAK 2008),70.22,Electronic submission                                    (07.07.2022)                                    
1024,Computer programming activities,62011 (EMTAK 2008),62.01,Electronic submission                                    (02.03.2022)                                    
1025,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (03.06.2019)                                    
1026,Computer programming activities,62011 (EMTAK 2008),62.01,Annual report                                    (03.02.2022)                                    
1028,"Water collection, treatment and supply",36001 (EMTAK 2008),36.00,Annual report                                    (18.06.2013)                                    
1029,Construction of residential and non-residential buildings,41201 (EMTAK 2008),41.20,Annual report                                    (06.09.2022)                                    
1031,Wholesale of equipment used in food industry and commercial activities,46693 (EMTAK 2008),46.69,Electronic submission                                    (08.08.2022)                                    
1032,Other real estate management or related activities,68329 (EMTAK 2008),68.32,Annual report                                    (09.05.2020)                                    
1033,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Electronic submission                                    (24.08.2020)                                    
1034,Other healthcare activities not classified elsewhere,86909 (EMTAK 2008),86.90,Annual report                                    (14.07.2022)                                    
1035,"Water collection, treatment and supply",36001 (EMTAK 2008),36.00,Electronic submission                                    (11.08.2019)                                    
1036,"Activities of saunas, sunbeds and massage salons and other services related to physical well-being",96041 (EMTAK 2008),96.04,Electronic submission                                    (18.08.2017)                                    
1037,Landscape service activities,81301 (EMTAK 2008),81.30,Annual report                                    (30.06.2022)                                    
1038,"Other professional, scientific and technical activities n.e.c.",74901 (EMTAK 2008),74.90,Annual report                                    (30.06.2022)                                    
1039,Construction of residential and non-residential buildings,41201 (EMTAK 2008),41.20,Electronic submission                                    (25.01.2017)                                    
1042,Retail sale via mail order houses or via Internet,47911 (EMTAK 2008),47.91,Annual report                                    (30.06.2022)                                    
1043,Other software publishing,58291 (EMTAK 2008),58.29,Electronic submission                                    (08.02.2022)                                    
1044,Advertising agencies,73111 (EMTAK 2008),73.11,Annual report                                    (01.08.2022)                                    
1045,Computer programming activities,62011 (EMTAK 2008),62.01,Annual report                                    (28.02.2022)                                    
1049,Construction of residential and non-residential buildings,41201 (EMTAK 2008),41.20,Annual report                                    (14.06.2022)                                    
1050,Other personal service activities n.e.c.,9609 (EMTAK 2008),96.09,Annual report                                    (06.07.2022)                                    
1051,Management of real estate on a fee or contract basis,6832 (EMTAK 2008),68.32,Annual report                                    (10.06.2021)                                    
1052,Wholesale of perfume and cosmetics,46451 (EMTAK 2008),46.45,Electronic submission                                    (02.02.2022)                                    
1053,Other building completion and finishing,43391 (EMTAK 2008),43.39,Annual report                                    (23.03.2016)                                    
1054,Repair of consumer electronics,95211 (EMTAK 2008),95.21,Electronic submission                                    (27.08.2019)                                    
1056,Maintenance and repair of motor vehicles,4520 (EMTAK 2008),45.20,Electronic submission                                    (19.03.2022)                                    
1058,Pet care services,96091 (EMTAK 2008),96.09,Electronic submission                                    (04.01.2022)                                    
1059,Construction of residential and non-residential buildings,41201 (EMTAK 2008),41.20,Annual report                                    (15.07.2022)                                    
1060,Other building completion and finishing,43391 (EMTAK 2008),43.39,Annual report                                    (22.06.2017)                                    
1061,Other building completion and finishing,43391 (EMTAK 2008),43.39,Annual report                                    (22.06.2017)                                    
1062,Other engineering-technical activities,71129 (EMTAK 2008),71.12,Annual report                                    (30.06.2021)                                    
1063,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (13.03.2022)                                    
1064,Computer programming activities,62011 (EMTAK 2008),62.01,Electronic submission                                    (23.03.2022)                                    
1066,Activity of institutions providing alternative care service,87901 (EMTAK 2008),87.90,Annual report                                    (08.07.2022)                                    
1067,"Bookkeeping, tax consulting",69202 (EMTAK 2008),69.20,Annual report                                    (04.02.2022)                                    
1069,Computer consultancy activities,62021 (EMTAK 2008),62.02,Annual report                                    (28.06.2021)                                    
1070,Growing of other perennial crops,01291 (EMTAK 2008),01.29,Annual report                                    (15.01.2022)                                    
1074,Support services to forestry,02401 (EMTAK 2008),02.40,Annual report                                    (10.06.2022)                                    
1077,Temporary employment agency activities,78201 (EMTAK 2008),78.20,Electronic submission                                    (11.04.2016)                                    
1078,Manufacture of other metal structures and parts of structures,25119 (EMTAK 2008),25.11,Electronic submission                                    (22.08.2021)                                    
1080,"Other retail sale not in stores, stalls or markets",47991 (EMTAK 2008),47.99,Electronic submission                                    (17.09.2021)                                    
1081,"Activities of saunas, sunbeds and massage salons and other services related to physical well-being",96041 (EMTAK 2008),96.04,Annual report                                    (28.06.2022)                                    
1084,Retail sale via mail order houses or via Internet,47911 (EMTAK 2008),47.91,Electronic submission                                    (22.04.2018)                                    
1085,"Trusts, funds and similar financial entities",64301 (EMTAK 2008),64.30,Annual report                                    (10.06.2010)                                    
1087,Language training,85591 (EMTAK 2008),85.59,Annual report                                    (27.06.2022)                                    
1088,Language training,85591 (EMTAK 2008),85.59,Electronic submission                                    (27.10.2022)                                    
1089,"Production and presentation of live concerts, musical creation and other similar activities",90012 (EMTAK 2008),90.01,Annual report                                    (02.08.2022)                                    
1090,Manufacture of other metal structures and parts of structures,25119 (EMTAK 2008),25.11,Annual report                                    (11.10.2022)                                    
1091,Retail sale of clothing in specialised stores,47711 (EMTAK 2008),47.71,Annual report                                    (09.07.2013)                                    
1095,Buying and selling of own real estate,68101 (EMTAK 2008),68.10,Annual report                                    (26.10.2022)                                    
1096,Buying and selling of own real estate,68101 (EMTAK 2008),68.10,Statistics Estonia                                    (01.11.2021)                                    
1098,Freight transport by road,49411 (EMTAK 2008),49.41,Annual report                                    (01.06.2022)                                    
1100,Manufacture of other metal structures and parts of structures,25119 (EMTAK 2008),25.11,Annual report                                    (30.06.2022)                                    
1101,Travel agency activities,79111 (EMTAK 2008),79.11,Annual report                                    (27.06.2022)                                    
1103,Rental and leasing of cars and light motor vehicles,77111 (EMTAK 2008),77.11,Annual report                                    (30.06.2022)                                    
1104,"Accounting, bookkeeping and auditing activities; tax consultancy",6920 (EMTAK 2008),69.20,Annual report                                    (05.07.2022)                                    
1105,"Retail sale of computers, peripheral units and software in specialised stores",47411 (EMTAK 2008),47.41,Annual report                                    (20.04.2022)                                    
1106,Wholesale trade of motor vehicle parts and accessories,45311 (EMTAK 2008),45.31,Electronic submission                                    (19.09.2021)                                    
1108,Retail trade of motor vehicle parts and accessories,45321 (EMTAK 2008),45.32,Annual report                                    (30.06.2020)                                    
1109,Buying and selling of own real estate,68101 (EMTAK 2008),68.10,Annual report                                    (02.12.2008)                                    
1110,Agents involved in the sale of a variety of goods,46191 (EMTAK 2008),46.19,Annual report                                    (07.07.2021)                                    
1111,Business and other management consultancy activities,70221 (EMTAK 2008),70.22,Electronic submission                                    (28.11.2016)                                    
1112,Wholesale of wood and products for the first-stage processing of wood,46731 (EMTAK 2008),46.73,Annual report                                    (07.07.2021)                                    
1113,Sea and coastal freight water transport,50201 (EMTAK 2008),50.20,Annual report                                    (31.05.2022)                                    
1114,Freight transport by road,49411 (EMTAK 2008),49.41,Annual report                                    (30.03.2022)                                    
1117,"Restaurants, cafeterias and other catering places",56101 (EMTAK 2008),56.10,Annual report                                    (26.04.2022)                                    
1118,"Trusts, funds and similar financial entities",64301 (EMTAK 2008),64.30,Electronic submission                                    (08.10.2021)                                    
1120,Retail sale via mail order houses or via Internet,47911 (EMTAK 2008),47.91,Annual report                                    (16.08.2022)                                    
1123,Public relations and communication activities,70211 (EMTAK 2008),70.21,Electronic submission                                    (25.05.2022)                                    
1125,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (30.06.2022)                                    
1127,Activities of holding companies,64201 (EMTAK 2008),64.20,The undertaking notified himself/herself                                    (21.12.2020)                                    
1128,Other transportation support activities,5229 (EMTAK 2008),52.29,Annual report                                    (29.07.2022)                                    
1129,Support activities to performing arts,90021 (EMTAK 2008),90.02,Annual report                                    (19.11.2019)                                    
1130,Business and other management consultancy activities,70221 (EMTAK 2008),70.22,Annual report                                    (21.07.2022)                                    
1131,Fund management activities,66301 (EMTAK 2008),66.30,Electronic submission                                    (07.07.2021)                                    
1132,Other information technology and computer service activities,62091 (EMTAK 2008),62.09,Electronic submission                                    (24.08.2021)                                    
1133,Manufacture of other articles of paper and paperboard,17291 (EMTAK 2008),17.29,Annual report                                    (15.05.2018)                                    
1134,"Activities of saunas, sunbeds and massage salons and other services related to physical well-being",96041 (EMTAK 2008),96.04,Annual report                                    (24.03.2022)                                    
1136,Advertising agencies,73111 (EMTAK 2008),73.11,Annual report                                    (30.06.2022)                                    
1137,Installation of electrical wiring and fittings,43211 (EMTAK 2008),43.21,Electronic submission                                    (15.06.2021)                                    
1138,Agents involved in the sale of a variety of goods,46191 (EMTAK 2008),46.19,Annual report                                    (04.07.2021)                                    
1139,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (25.04.2022)                                    
1140,"Trusts, funds and similar financial entities",64301 (EMTAK 2008),64.30,Electronic submission                                    (10.11.2021)                                    
1141,General cleaning of buildings,81211 (EMTAK 2008),81.21,Annual report                                    (21.04.2022)                                    
1145,Retail sale of watches and jewellery in specialised stores,47771 (EMTAK 2008),47.77,Electronic submission                                    (23.09.2022)                                    
1146,Activities of holding companies,64201 (EMTAK 2008),64.20,The undertaking notified himself/herself                                    (19.07.2021)                                    
1147,"Restaurants, cafeterias and other catering places",56101 (EMTAK 2008),56.10,Electronic submission                                    (23.10.2021)                                    
1148,Other business support service activities n.e.c.,82991 (EMTAK 2008),82.99,Electronic submission                                    (02.03.2020)                                    
1149,"Data processing, hosting and related activities",63111 (EMTAK 2008),63.11,Electronic submission                                    (04.08.2021)                                    
1150,Rental and operating of own or leased real estate,68201 (EMTAK 2008),68.20,Annual report                                    (30.06.2022)                                    
1151,Computer programming activities,62011 (EMTAK 2008),62.01,Annual report                                    (30.10.2020)                                    
1152,Other sprts activities not classified elsewhere,93199 (EMTAK 2008),93.19,Annual report                                    (24.01.2022)                                    
1153,Sale of cars and light motor vehicles,45111 (EMTAK 2008),45.11,Annual report                                    (26.08.2016)                                    
1154,Computer consultancy activities,62021 (EMTAK 2008),62.02,Annual report                                    (29.06.2021)                                    
1155,Hairdressing and other beauty treatment,96021 (EMTAK 2008),96.02,Annual report                                    (26.02.2022)                                    
