company_name,year_founded,company_age,industry,sector,business_category,headquarters_city,ownership,_source_table
Summerset Group Holdings,,[],,,"[""['Healthcare'"", ""'Hospitals']""]",[],,valueToday_dataset
Kiwoom Securities,,[],,,"[""['Financial Services'"", ""'Stock Markets"", 'Trading', ""Capital Markets'"", ""'Trading'"", ""'Securities'"", ""'Brokerage Services']""]",[],,valueToday_dataset
Porto Seguro,,[],,,"[""['Financial Services'"", ""'Insurance']""]",[],,valueToday_dataset
Wt Microelectronics,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Semiconductors']""]",[],,valueToday_dataset
Huapont Life Sciences,,[],,,"[""['Healthcare'"", ""'Pharmaceutical']""]",[],,valueToday_dataset
Makalot Industrial,,[],,,"[""['Consumer Cyclical'"", ""'Apparels and Accessories']""]",[],,valueToday_dataset
China Huarong Asset Management,,[],,,"[""['Financial Services'"", ""'Asset Management'"", ""'Investments']""]",[],,valueToday_dataset
Daibiru Corporation,,[],,,['Real Estate'],[],,valueToday_dataset
China Water Affairs Group,,[],,,"[""['Utilities'"", ""'Water Utilities']""]",[],,valueToday_dataset
Ennostar Inc.,,[],,,"[""['Technology'"", ""'Electronics']""]",[],,valueToday_dataset
"Wuhan Keqian Biology Co.,ltd",,[],,,"[""['Healthcare'"", ""'Biotechnology']""]",[],,valueToday_dataset
B&g Foods,,[],,,"[""['Consumer Defensive'"", ""'FMCG'"", ""'Food Products'"", ""'Consumer Non Durables'"", ""'Package Foods']""]",['New Jersey'],,valueToday_dataset
Seven Generations Energy,,[],,,"[""['Energy'"", ""'Oil and Gas'"", ""'Natural Gas Generation']""]",['Calgary'],,valueToday_dataset
Trustmark Corporation,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['Mississippi'],,valueToday_dataset
Guangzhou Restaurant Group Company,,[],,,"[""['Consumer Cyclical'"", ""'Restaurants']""]",[],,valueToday_dataset
Tsumura & Co,,[],,,"[""['Healthcare'"", ""'Pharmaceutical']""]",[],,valueToday_dataset
Grupo Lala,,[],,,"[""['Consumer Defensive'"", ""'FMCG'"", ""'Package Foods'"", ""'Food Products']""]",[],,valueToday_dataset
Sinclair Broadcast Group,,[],,,"[""['Communication Services'"", ""'Broadcasting'"", ""'Consumer Services']""]",['Maryland'],,valueToday_dataset
Fujian Star-net Communication,,[],,,"[""['Technology'"", ""'Communications Equipment']""]",[],,valueToday_dataset
Chorus,,[],,,"[""['Communication Services'"", ""'Infrastructure'"", ""'Telecom']""]",[],,valueToday_dataset
Harmony Gold Mining Company,,[],,,"[""['Basic Materials'"", ""'Mining'"", ""'Metals'"", ""'Precious Metals'"", ""'Gold Mining'"", ""'Copper Mining']""]",[],,valueToday_dataset
Nations Technologies,,[],,,"[""['Technology'"", ""'Semiconductors']""]",[],,valueToday_dataset
Unipro,,[],,,"[""['Utilities'"", ""'Electricity Generation']""]",[],,valueToday_dataset
Haci Omer Sabanci Holding,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Mueller Water Products,,[],,,"[""['Industries'"", ""'Metal Fabrication Products'"", ""'Capital Goods'"", ""'Engineering Products'"", ""'Industry Machinery']""]",['Georgia'],,valueToday_dataset
Veloxis Pharmaceuticals A/s,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'HealthCare Products']""]",[],,valueToday_dataset
Fidelity China Special Situations,,[],,,['Asset Management'],[],,valueToday_dataset
Elkem Asa,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Cargojet,,[],,,"[""['Industries'"", ""'Logistics'"", ""'Freight Transport']""]",[],,valueToday_dataset
Nanjing Yunhai Special Metals,,[],,,"[""['Basic Materials'"", ""'Aluminum']""]",[],,valueToday_dataset
Nanjing Huadong Electronics Information & Technology,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Capital Goods']""]",[],,valueToday_dataset
Finablr,,[],,,"[""['Technology'"", ""'Digital Payment Solution Services']""]",[],,valueToday_dataset
Indian Bank,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['Chennai'],,valueToday_dataset
Alacer Gold,,[],,,"[""['Basic Materials'"", ""'Mining'"", ""'Gold Mining'"", ""'Metals']""]",['Colorado'],,valueToday_dataset
Biem.l.fdlkk Garment,,[],,,"[""['Consumer Cyclical'"", ""'Apparels and Accessories']""]",[],,valueToday_dataset
Transocean,,[],,,"[""['Energy'"", ""'Oil and Gas'"", ""'Oil and Gas Equipment and Services']""]",[],,valueToday_dataset
Tdg Holding,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Capital Goods']""]",[],,valueToday_dataset
Champion Iron Limited,,[],,,"[""['Basic Materials'"", ""'Mining']""]",[],,valueToday_dataset
Neles Oyj,,[],,,"[""['Engineering Products'"", ""'Industries']""]",[],,valueToday_dataset
Qisda Corporation,,[],,,"[""['Technology'"", ""'Computers Hardware']""]",[],,valueToday_dataset
Uniti Group Limited,,[],,,"[""['Communication Services'"", ""'Telecom']""]",[],,valueToday_dataset
Zuger Kantonalbank,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
"Yueyang Forest & Paper Co., Ltd.",,[],,,['Paper and Pulp'],[],,valueToday_dataset
Northview Apartment Real Estate Investment Trust,,[],,,['Real Estate'],['Calgary'],,valueToday_dataset
Cmst Development,,[],,,"[""['Industries'"", ""'Logistics']""]",[],,valueToday_dataset
Central Depository Services (india) Limited,,[],,,"[""['Financial Services'"", ""'Stock Markets"", 'Trading', ""Capital Markets']""]",[],,valueToday_dataset
Xinjiang Tianye,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Jiangxi Bank,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Espressif Systems (shanghai),,[],,,"[""['Technology'"", ""'Semiconductors']""]",[],,valueToday_dataset
Hyosung Tnc Corporation,,[],,,"[""['Consumer Cyclical'"", ""'Textile']""]",[],,valueToday_dataset
Forescout Technologies,,[],,,"[""['Technology'"", ""'Computers Hardware'"", ""'Security Systems and Solutions']""]",['California'],,valueToday_dataset
Bridgebio Pharma,,[],,,"[""['Healthcare'"", ""'Biotechnology']""]",['California'],,valueToday_dataset
Dexerials Corporation,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Capital Goods']""]",[],,valueToday_dataset
Zhe Jiang Taihua New Material,,[],,,"[""['Consumer Cyclical'"", ""'Textile']""]",[],,valueToday_dataset
Hastings Group Holdings,,[],,,"[""['Financial Services'"", ""'Insurance']""]",[],,valueToday_dataset
Breedon Group,,[],,,['Construction Materials'],[],,valueToday_dataset
Allscripts Healthcare Solutions,,[],,,"[""['Healthcare'"", ""'Technology'"", ""'Healthcare Technology and Information']""]",['Illinois'],,valueToday_dataset
Digital China Information Service Company,,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Guangdong Golden Dragon Development,,[],,,"[""['Utilities'"", ""'Stock Markets"", 'Trading', ""Capital Markets']""]",[],,valueToday_dataset
Wisdom Marine Lines,,[],,,"[""['Industries'"", ""'Shipping']""]",[],,valueToday_dataset
Criteo,,[],,,"[""['Communication Services'"", ""'Advertising'"", ""'Technology']""]",['Paris'],,valueToday_dataset
Maxar Technologies,,[],,,"[""['Technology'"", ""'Communications Equipment']""]",['Colorado'],,valueToday_dataset
Hellenic Petroleum,,[],,,"[""['Energy'"", ""'Oil and Gas']""]",[],,valueToday_dataset
Toshiba Tec Corporation,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Electrical Products'"", ""'Computers Hardware']""]",['Tokyo'],,valueToday_dataset
Mobimo Holding Ag,,[],,,['Real Estate'],[],,valueToday_dataset
Genworth Financial,,[],,,"[""['Financial Services'"", ""'Insurance']""]",['Virginia'],,valueToday_dataset
Xd,,[],,,"[""['Communication Services'"", ""'Gaming']""]",[],,valueToday_dataset
Shop Apotheke Europe,,[],,,"[""['Healthcare'"", ""'Pharmacy'"", ""'Retail']""]",[],,valueToday_dataset
Jinlei Technology,,[],,,"[""['Industries'"", ""'Industry Machinery']""]",[],,valueToday_dataset
"Three's Company Media Group Co., Ltd.",,[],,,"[""['Communication Services'"", ""'Advertising']""]",[],,valueToday_dataset
China Shandong Hi-speed Financial Group,,[],,,"[""['Financial Services'"", ""'Stock Markets"", 'Trading', ""Capital Markets']""]",[],,valueToday_dataset
Suntak Technology,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Capital Goods']""]",[],,valueToday_dataset
Yoozoo Games,,[],,,"[""['Communication Services'"", ""'Gaming']""]",[],,valueToday_dataset
China Resources Double-crane Pharmaceutical,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'HealthCare Products']""]",[],,valueToday_dataset
Wabco India,,[],,,"[""['Consumer Cyclical'"", ""'Automobile'"", ""'Automobile Parts']""]",[],,valueToday_dataset
Seria,,[],,,"[""['Consumer Defensive'"", ""'Retail']""]",[],,valueToday_dataset
Medigen Vaccine Biologics Corporation,,[],,,"[""['Healthcare'"", ""'Biotechnology']""]",[],,valueToday_dataset
Beijing Tongtech,,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Tongling Jingda Special Magnet Wire,,[],,,"[""['Industries'"", ""'Cables and Wires'"", ""'Electrical Products']""]",[],,valueToday_dataset
Telecom Argentina,,[],,,"[""['Communication Services'"", ""'Telecom'"", ""'Utilities'"", ""'Mobile Services'"", ""'Fixed Line Service'"", ""'Telecom Equipment'"", ""'Television Services']""]",[],,valueToday_dataset
Daicel Corporation,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Blackrock Capital Allocation Trust,,[],,,"[""['Financial Services'"", ""'Asset Management']""]",[],,valueToday_dataset
Yamato Kogyo,,[],,,"[""['Basic Materials'"", ""'Iron and Steel']""]",[],,valueToday_dataset
Oci Company Ltd,,[],,,"[""['Basic Materials'"", ""'Chemicals'"", ""'Solar Power']""]",[],,valueToday_dataset
Kaneka Corporation,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Highwealth Construction,,[],,,"[""['Real Estate'"", ""'Construction Materials']""]",[],,valueToday_dataset
Sheela Foam,,[],,,"[""['Consumer Cyclical'"", ""'Furniture'"", ""'Home Furnishing']""]",[],,valueToday_dataset
Guangdong South New Media,,[],,,"[""['Communication Services'"", ""'Entertainment']""]",[],,valueToday_dataset
Opc Energy,,[],,,"[""['Energy'"", ""'Electricity Generation'"", ""'Power Generation'"", ""'Electric Utilities']""]",[],,valueToday_dataset
Knowles Corporation,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Consumer Non Durables'"", ""'Communications Equipment']""]",['Illinois'],,valueToday_dataset
"China-singapore Suzhou Industrial Park Development Group Co., Ltd.",,[],,,['Industries'],[],,valueToday_dataset
Tilt Renewables,,[],,,"[""['Utilities'"", ""'Electric Utilities'"", ""'Renewable Energy'"", ""'Electricity Generation'"", ""'Power Generation']""]",[],,valueToday_dataset
Eaton Vance Tax-advantaged Dividend Income Fund,,[],,,"[""['Financial Services'"", ""'Asset Management']""]",['Massachusetts'],,valueToday_dataset
Brightgene Bio-medical Technology,,[],,,"[""['Healthcare'"", ""'Biotechnology']""]",[],,valueToday_dataset
Dentalcorp Holdings Ltd.,,[],,,"[""['Healthcare Service'"", ""'Healthcare'"", ""'Hospitals']""]",[],,valueToday_dataset
Birlasoft Limited,,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Domain Holdings Australia,,[],,,"[""['Communication Services'"", ""'Internet or Mobile App Based Business']""]",[],,valueToday_dataset
L&t Finance Holdings,,[],,,['Financial Services'],[],,valueToday_dataset
Ship Healthcare Holdings,,[],,,"[""['Healthcare'"", ""'Medical Equipment']""]",[],,valueToday_dataset
Life Healthcare Group Holdings,,[],,,"[""['Healthcare'"", ""'Hospitals']""]",[],,valueToday_dataset
Spirent Communications,,[],,,"[""['Technology'"", ""'Software and IT Infrastructure'"", ""'Product Testing Services'"", ""'Telecom']""]",[],,valueToday_dataset
Kyudenko Corporation,,[],,,"[""['Industries'"", ""'Construction']""]",[],,valueToday_dataset
Goeasy,,[],,,['Financial Services'],[],,valueToday_dataset
Auction Technology Group Plc,,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Powerlong Real Estate Holdings,,[],,,['Real Estate'],[],,valueToday_dataset
Controladora Vuela Compania De Aviacion,,[],,,"[""['Industries'"", ""'Airlines'"", ""'Aviation']""]",[],,valueToday_dataset
Salzgitter Ag,,[],,,"[""['Basic Materials'"", ""'Iron and Steel']""]",[],,valueToday_dataset
Himax Technologies,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Semiconductors']""]",[],,valueToday_dataset
Shanghai Waigaoqiao Free Trade Zone Group,,[],,,"[""['Industries'"", ""'Trading'"", ""'Real Estate'"", ""'Logistics'"", ""'Business Services']""]",[],,valueToday_dataset
Tongyu Heavy Industry,,[],,,"[""['Industries'"", ""'Metal Fabrication Products']""]",[],,valueToday_dataset
Television Francaise 1 Societe Anonyme,,[],,,"[""['Communication Services'"", ""'Broadcasting'"", ""'Media']""]",[],,valueToday_dataset
Hammerson,,[],,,"[""['Real Estate'"", ""'Retail'"", ""'Property Investments'"", ""'Commercial Properties']""]",[],,valueToday_dataset
Cembra Money Bank Ag,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Tr Property Investment Trust,,[],,,"[""['Investments'"", ""'Asset Management']""]",[],,valueToday_dataset
Plus500,,[],,,"[""['Financial Services'"", ""'Stock Markets"", 'Trading', ""Capital Markets'"", ""'Trading']""]",[],,valueToday_dataset
Shenzhen Aisidi,,[],,,"[""['Consumer Cyclical'"", ""'Retail']""]",[],,valueToday_dataset
Aditya Birla Sun Life Amc Limited,,[],,,['Financial Services'],[],,valueToday_dataset
Turning Point Therapeutics,,[],,,"[""['Healthcare'"", ""'Biotechnology']""]",['California'],,valueToday_dataset
Avz Minerals Limited,,[],,,"[""['Basic Materials'"", ""'Mining']""]",[],,valueToday_dataset
Franchise Group,,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Consumer Services']""]",['Virginia'],,valueToday_dataset
Adelaide Brighton,,[],,,"[""['Basic Materials'"", ""'Cement'"", ""'Mining'"", ""'Metals'"", ""'Construction Materials']""]",[],,valueToday_dataset
"Suzhou Recodeal Interconnect System Co.,ltd",,[],,,"[""['Industries'"", ""'Electrical Products']""]",[],,valueToday_dataset
Amvis Holdings,,[],,,"[""['Healthcare'"", ""'Hospitals']""]",[],,valueToday_dataset
Blue Dart Express,,[],,,"[""['Industries'"", ""'Courier'"", ""'Transportation'"", ""'Logistics']""]",[],,valueToday_dataset
Qualitas Controladora,,[],,,"[""['Financial Services'"", ""'Insurance']""]",[],,valueToday_dataset
Pt Bank Aladin Syariah Tbk,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Herald Investment Trust,,[],,,"[""['Investments'"", ""'Asset Management']""]",[],,valueToday_dataset
Dmg Mori,,[],,,"[""['Industries'"", ""'Tools and Equipment'"", ""'Machinery Manufacturing']""]",[],,valueToday_dataset
"Dl E&c Co.,ltd.",,[],,,"[""['Industries'"", ""'Construction']""]",[],,valueToday_dataset
Nankai Electric Railway,,[],,,"[""['Industries'"", ""'Railway'"", ""'Rail Transport']""]",[],,valueToday_dataset
Fraser & Neave Holdings Bhd,,[],,,"[""['Consumer Defensive'"", ""'Non-Alcoholic Beverages'"", ""'Beverages']""]",[],,valueToday_dataset
Metalurgica Gerdau,,[],,,"[""['Basic Materials'"", ""'Iron and Steel']""]",[],,valueToday_dataset
Dongfeng Automobile Co. Ltd,,[],,,"[""['Consumer Cyclical'"", ""'Automobile'"", ""'Commercial Vehicles']""]",[],,valueToday_dataset
Japan Hotel Reit Investment Corporation,,[],,,"[""['Real Estate'"", ""'Property Investments']""]",[],,valueToday_dataset
"Shaanxi Heimao Coking Co., Ltd.",,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Kiocl,,[],,,"[""['Basic Materials'"", ""'Iron and Steel']""]",[],,valueToday_dataset
Morneau Shepell,,[],,,"[""['Industries'"", ""'Outsourcing and Staffing']""]",[],,valueToday_dataset
Nuveen Municipal Value Fund,,[],,,"[""['Financial Services'"", ""'Asset Management']""]",['Illinois'],,valueToday_dataset
Sino-platinum Metals,,[],,,"[""['Basic Materials'"", ""'Precious Metals']""]",[],,valueToday_dataset
Kkr Acquisition Holdings I Corp.,,[],,,['Shell Company'],[],,valueToday_dataset
Cj Logistics Corporation,,[],,,"[""['Industries'"", ""'Transportation'"", ""'Freight Transport'"", ""'Logistics']""]",[],,valueToday_dataset
Skyworth Digital,,[],,,"[""['Technology'"", ""'Communications Equipment']""]",[],,valueToday_dataset
Pra Group,,[],,,['Financial Services'],['Virginia'],,valueToday_dataset
Alembic Pharmaceuticals,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'HealthCare Products']""]",['Vadodara'],,valueToday_dataset
"Quantumctek Co., Ltd.",,[],,,"[""['Technology'"", ""'Communications Equipment']""]",[],,valueToday_dataset
"Suzhou Zelgen Biopharmaceuticals Co., Ltd.",,[],,,"[""['Healthcare'"", ""'Biotechnology']""]",[],,valueToday_dataset
Plains Group Holdings,,[],,,"[""['Energy'"", ""'Oil and Gas'"", ""'Utilities'"", ""'Gas Utilities']""]",['Texas'],,valueToday_dataset
Diamondrock Hospitality Company,,[],,,"[""['Real Estate'"", ""'Consumer Services'"", ""'Hotels'"", ""'Resorts'"", ""'Property Investments']""]",['Maryland'],,valueToday_dataset
Shandong Humon Smelting,,[],,,"[""['Basic Materials'"", ""'Mining']""]",[],,valueToday_dataset
Organizacion Soriana S. A. B. De C. V,,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Department Stores'"", ""'Super Markets']""]",[],,valueToday_dataset
National Express Group,,[],,,"[""['Industries'"", ""'Railway']""]",[],,valueToday_dataset
Adams Diversified Equity Fund,,[],,,"[""['Financial Services'"", ""'Asset Management']""]",['Maryland'],,valueToday_dataset
Interdigital,,[],,,"[""['Communication Services'"", ""'Conglomerate'"", ""'Telecom']""]",['Delaware'],,valueToday_dataset
Ratos Ab (publ),,[],,,"[""['Financial Services'"", ""'Asset Management']""]",[],,valueToday_dataset
Radiance Holdings (group) Company Limited,,[],,,['Real Estate'],[],,valueToday_dataset
Renhe Pharmacy Co. Ltd,,[],,,"[""['Healthcare'"", ""'Pharmacy'"", ""'Pharmaceutical']""]",[],,valueToday_dataset
Yango Group Co. Ltd,,[],,,"[""['Real Estate'"", ""'Construction']""]",[],,valueToday_dataset
Vitasoy International Holdings,,[],,,"[""['Consumer Defensive'"", ""'Food and Beverage'"", ""'Beverages'"", ""'FMCG'"", ""'Package Foods'"", ""'Food Products']""]",[],,valueToday_dataset
Network International Holdings,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Digital Payment Solution Services']""]",[],,valueToday_dataset
Eckert & Ziegler Strahlen- Und Medizintechnik Ag,,[],,,"[""['Healthcare'"", ""'Medical Equipment']""]",[],,valueToday_dataset
Chongqing Taiji Industry(group),,[],,,"[""['Healthcare'"", ""'Pharmaceutical']""]",[],,valueToday_dataset
China Animal Husbandry Industry,,[],,,"[""['Healthcare'"", ""'Pharmaceutical']""]",[],,valueToday_dataset
Zhejiang Windey,,[],,,"[""['Industries'"", ""'Industry Machinery']""]",[],,valueToday_dataset
Ausnutria Dairy Corporation Ltd,,[],,,"[""['Consumer Defensive'"", ""'FMCG'"", ""'Package Foods'"", ""'Food Products']""]",[],,valueToday_dataset
Creades Ab,,[],,,"[""['Financial Services'"", ""'Asset Management'"", ""'Investments']""]",[],,valueToday_dataset
Daewoo Engineering & Construction,,[],,,"[""['Industries'"", ""'Construction'"", ""'Engineering Products'"", ""'Engineering Services']""]",[],,valueToday_dataset
Big Basket,,[],,,"[""['eCommerce'"", ""'Retail'"", ""'Internet or Mobile App Based Business']""]",[],,valueToday_dataset
Hanwha Aerospace,,[],,,"[""['Industries'"", ""'Aerospace and Defense'"", ""'Engines Manufacturing'"", ""'Aircraft Parts'"", ""'Technology']""]",['Seoul'],,valueToday_dataset
Alps Alpine,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Consumer Electronics']""]",[],,valueToday_dataset
Hulic Reit,,[],,,"[""['Real Estate'"", ""'Property Investments'"", ""'Commercial Properties']""]",[],,valueToday_dataset
Chengdu Leejun Industrial,,[],,,"[""['Industries'"", ""'Industry Machinery']""]",[],,valueToday_dataset
Hyosung Advanced Materials Corporation,,[],,,"[""['Industries'"", ""'Industry Machinery']""]",[],,valueToday_dataset
Novagold Resources,,[],,,"[""['Basic Materials'"", ""'Mining'"", ""'Gold Mining'"", ""'Metals'"", ""'Precious Metals']""]",[],,valueToday_dataset
Jiangsu Shagang,,[],,,"[""['Basic Materials'"", ""'Iron and Steel']""]",[],,valueToday_dataset
Shenzhen Kstar Science And Technology,,[],,,"[""['Industries'"", ""'Technology'"", ""'Batteries'"", ""'Electronics'"", ""'Electrical Products']""]",[],,valueToday_dataset
Pine Labs,,[],,,"[""['Software and IT'"", ""'Digital Payment Solution Services'"", ""'Technology'"", ""'Technology Hardware and Instruments'"", ""'Software Products']""]",['Noida'],,valueToday_dataset
Shenzhen Hopewind Electric,,[],,,"[""['Industries'"", ""'Electrical Products'"", ""'Power Equipment'"", ""'Power Systems'"", ""'Solar Power Devices'"", ""'Inverters'"", ""'Industry Machinery']""]",[],,valueToday_dataset
"Grid Dynamics Holdings, Inc.",,[],,,"[""['Technology'"", ""'Software and IT']""]",[],,valueToday_dataset
Lakeland Financial Corporation,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['Indiana'],,valueToday_dataset
Supermap Software,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Technology Hardware and Instruments']""]",[],,valueToday_dataset
Paramount Group,,[],,,"[""['Real Estate'"", ""'Consumer Services'"", ""'Property Investments'"", ""'Commercial Properties']""]",['New York'],,valueToday_dataset
Sol,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Hainan Strait Shipping,,[],,,"[""['Industries'"", ""'Shipping']""]",[],,valueToday_dataset
Xiamen Meiya Pico Information,,[],,,"[""['Industries'"", ""'Security Systems and Solutions'"", ""'Technology Hardware and Instruments'"", ""'Technology']""]",[],,valueToday_dataset
Lenskart,,[],,,"[""['Internet or Mobile App Based Business'"", ""'eCommerce'"", ""'Eyewear'"", ""'Retail']""]",[],,valueToday_dataset
Grupo Lamosa,,[],,,"[""['Industries'"", ""'Building Products and Equipment'"", ""'Construction']""]",[],,valueToday_dataset
Valneva Se,,[],,,"[""['Healthcare'"", ""'Biotechnology']""]",[],,valueToday_dataset
Minera Valparaiso,,[],,,"[""['Industries'"", ""'Conglomerate'"", ""'Power Generation'"", ""'Electricity Generation'"", ""'Forest Products'"", ""'Real Estate']""]",[],,valueToday_dataset
Jinneng Science&technology Co. Ltd,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Lifetech Scientific Corporation,,[],,,"[""['Healthcare'"", ""'Medical Equipment']""]",[],,valueToday_dataset
Ezaki Glico,,[],,,"[""['Consumer Defensive'"", ""'Food and Beverage'"", ""'Food Products'"", ""'Beverages'"", ""'Dairy Products'"", ""'Chocolate & Confectionery'"", ""'FMCG'"", ""'Package Foods']""]",[],,valueToday_dataset
Office Depot,,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Consumer Services']""]",['Florida'],,valueToday_dataset
Coca-cola Bottlers Japan Holdings,,[],,,"[""['Consumer Defensive'"", ""'Non-Alcoholic Beverages'"", ""'Beverages']""]",[],,valueToday_dataset
Ningbo Peacebird Fashion,,[],,,"[""['Consumer Cyclical'"", ""'Retail']""]",[],,valueToday_dataset
Upi Semiconductor Corp.,,[],,,"[""['Technology'"", ""'Semiconductors'"", ""'Processors / Chips'"", ""'Technology Hardware and Instruments']""]",[],,valueToday_dataset
Sjw Group,,[],,,"[""['Utilities'"", ""'Water Utilities']""]",['California'],,valueToday_dataset
Sichuan Expressway Company,,[],,,"[""['Industries'"", ""'Infrastructure']""]",[],,valueToday_dataset
Tianjin Quanyechang (group),,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Super Markets']""]",[],,valueToday_dataset
Shandong Sinobioway Biomedicine,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Guangxi Wuzhou Zhongheng Group,,[],,,"[""['Healthcare'"", ""'Pharmaceutical']""]",[],,valueToday_dataset
Storagevault Canada,,[],,,"[""['Real Estate'"", ""'Rent / Lease Services']""]",[],,valueToday_dataset
Csr Limited,,[],,,['Construction Materials'],[],,valueToday_dataset
Xenia Hotels & Resorts,,[],,,"[""['Real Estate'"", ""'Hotels'"", ""'Consumer Services'"", ""'Resorts'"", ""'Property Investments']""]",['Florida'],,valueToday_dataset
Beibu Gulf Port,,[],,,"[""['Industries'"", ""'Shipping']""]",[],,valueToday_dataset
Berner Kantonalbank Ag,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
"Cytek Biosciences, Inc.",,[],,,"[""['Healthcare'"", ""'Biotechnology'"", ""'Medical Equipment']""]",['California'],,valueToday_dataset
Industrias Bachoco,,[],,,"[""['Consumer Defensive'"", ""'FMCG'"", ""'Meat / Poultry / Fish / Chicken'"", ""'Food Products'"", ""'Consumer Non Durables'"", ""'Farming / Seeds / Milling']""]",[],,valueToday_dataset
Patrizia Ag,,[],,,"[""['Real Estate'"", ""'Property Investments'"", ""'Investments']""]",[],,valueToday_dataset
Mitchells & Butlers,,[],,,"[""['Consumer Cyclical'"", ""'Restaurants'"", ""'Entertainment']""]",[],,valueToday_dataset
Stillfront Group Ab (publ),,[],,,"[""['Communication Services'"", ""'Gaming']""]",[],,valueToday_dataset
Genesis Energy Limited,,[],,,"[""['Utilities'"", ""'Electricity Generation'"", ""'Electric Utilities']""]",[],,valueToday_dataset
Cision,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Software Products']""]",['Illinois'],,valueToday_dataset
Aktieselskabet Schouw & Co,,[],,,"[""['Consumer Defensive'"", ""'Animal Feed'"", ""'Meat / Poultry / Fish / Chicken'"", ""'Automobile Parts'"", ""'Conglomerate']""]",[],,valueToday_dataset
Genuit Group Plc,,[],,,"[""['Industries'"", ""'Building Products and Equipment']""]",[],,valueToday_dataset
Qinetiq Group,,[],,,"[""['Industries'"", ""'Aerospace and Defense'"", ""'Product Testing Services'"", ""'Technology']""]",[],,valueToday_dataset
Cornerstone Building Brands,,[],,,"[""['Industries'"", ""'Construction Materials'"", ""'Building Products and Equipment']""]",['North Carolina'],,valueToday_dataset
Timken India,,[],,,"[""['Industries'"", ""'Industry Machinery']""]",[],,valueToday_dataset
Welspun India,,[],,,"[""['Consumer Cyclical'"", ""'Apparels and Accessories'"", ""'Textile']""]",[],,valueToday_dataset
Aker Horizons Asa,,[],,,"[""['Financial Services'"", ""'Asset Management']""]",[],,valueToday_dataset
Sumavision Technologies,,[],,,"[""['Technology'"", ""'Communications Equipment']""]",[],,valueToday_dataset
New Hope Dairy,,[],,,"[""['Consumer Defensive'"", ""'FMCG'"", ""'Package Foods'"", ""'Food Products']""]",[],,valueToday_dataset
Guangdong Tapai Group,,[],,,"[""['Basic Materials'"", ""'Construction Materials']""]",[],,valueToday_dataset
Jihua Group Corporation Limited,,[],,,"[""['Basic Materials'"", ""'Chemicals']""]",[],,valueToday_dataset
Philip Morris Cr,,[],,,"[""['Consumer Defensive'"", ""'Tobacco Products'"", ""'Tobacco and Cigarette']""]",[],,valueToday_dataset
