company_name_left,industry_left,headquarters_city_left,company_name_right,industry_right,headquarters_city_right,label
beauty bar surrey ltd,96020 - Hairdressing and other beauty treatment,,beauty & silk ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bar surrey ltd,96020 - Hairdressing and other beauty treatment,,beauty at work ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bars london limited,96020 - Hairdressing and other beauty treatment,,beauty and tanning (leeds) limited,96020 - Hairdressing and other beauty treatment,,0
beauty base (blackpool) limited,96020 - Hairdressing and other beauty treatment,,beauty & nail (uk) ltd,96020 - Hairdressing and other beauty treatment,,0
beauty base nw ltd,96020 - Hairdressing and other beauty treatment,,beauty affair ltd,96020 - Hairdressing and other beauty treatment,,0
beauty base nw ltd,96020 - Hairdressing and other beauty treatment,,beauty at beaumedic ltd,96020 - Hairdressing and other beauty treatment,,0
beauty base by sharnelle limited,96020 - Hairdressing and other beauty treatment,,beauty aesthetic lounge limited,96020 - Hairdressing and other beauty treatment,,0
beauty base by sharnelle limited,96020 - Hairdressing and other beauty treatment,,beauty and the bride limited,96020 - Hairdressing and other beauty treatment,,0
beauty base by sharnelle limited,96020 - Hairdressing and other beauty treatment,,beauty bars london limited,96020 - Hairdressing and other beauty treatment,,0
beauty basics glasgow ltd,96020 - Hairdressing and other beauty treatment,,beauty as limited,96020 - Hairdressing and other beauty treatment,,0
beauty basics skincare centre limited,96020 - Hairdressing and other beauty treatment,,beauty and care essentials ltd,96020 - Hairdressing and other beauty treatment,,0
beauty basics limited,96020 - Hairdressing and other beauty treatment,,beauty accessories ltd,96020 - Hairdressing and other beauty treatment,,0
beauty basics limited,96020 - Hairdressing and other beauty treatment,,beauty and tanning (leeds) limited,96020 - Hairdressing and other beauty treatment,,0
beauty basics limited,96020 - Hairdressing and other beauty treatment,,beauty bar desborough ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bazaar london ltd,96020 - Hairdressing and other beauty treatment,,beauty at heart (warrington) ltd,96020 - Hairdressing and other beauty treatment,,0
beauty basket ltd,96020 - Hairdressing and other beauty treatment,,beauty aesthetics fife limited,96020 - Hairdressing and other beauty treatment,,0
beauty basket ltd,96020 - Hairdressing and other beauty treatment,,beauty at brickstables ltd,96020 - Hairdressing and other beauty treatment,,0
beauty be ltd,96020 - Hairdressing and other beauty treatment,,beauty & detox spa limited,96020 - Hairdressing and other beauty treatment,,0
beauty be ltd,96020 - Hairdressing and other beauty treatment,,beauty at no.26 ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bee ltd,96020 - Hairdressing and other beauty treatment,,beauty aesthetic lounge ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bee ltd,96020 - Hairdressing and other beauty treatment,,beauty at megan's ltd,96020 - Hairdressing and other beauty treatment,,0
beauty beauty hair ltd,96020 - Hairdressing and other beauty treatment,,beauty addiction nails ltd,96020 - Hairdressing and other beauty treatment,,0
beauty beauty hair ltd,96020 - Hairdressing and other beauty treatment,,beauty at no.25 ltd.,96020 - Hairdressing and other beauty treatment,,0
beauty beee limited,96020 - Hairdressing and other beauty treatment,,beauty aesthetics training limited,96020 - Hairdressing and other beauty treatment,,0
beauty beee limited,96020 - Hairdressing and other beauty treatment,,beauty at home ltd,96020 - Hairdressing and other beauty treatment,,0
beauty belle kent ltd,96020 - Hairdressing and other beauty treatment,,beauty and spa ltd,96020 - Hairdressing and other beauty treatment,,0
beauty belle kent ltd,96020 - Hairdressing and other beauty treatment,,beauty bar at the mill ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bee with debs ltd,96020 - Hairdressing and other beauty treatment,,beauty angelos ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bee studio ltd,96020 - Hairdressing and other beauty treatment,,beauty and bubbles ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bee studio ltd,96020 - Hairdressing and other beauty treatment,,beauty at heart ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bells ltd,96020 - Hairdressing and other beauty treatment,,beauty and brows limited,96020 - Hairdressing and other beauty treatment,,0
beauty bells ltd,96020 - Hairdressing and other beauty treatment,,beauty at no. 6 ltd,96020 - Hairdressing and other beauty treatment,,0
beauty beneath hairdressing ltd,96020 - Hairdressing and other beauty treatment,,beauty and skin ltd,96020 - Hairdressing and other beauty treatment,,0
beauty beneath salon limited,96020 - Hairdressing and other beauty treatment,,beauty & her nails ltd,96020 - Hairdressing and other beauty treatment,,0
beauty beneath salon limited,96020 - Hairdressing and other beauty treatment,,beauty at megan's ltd,96020 - Hairdressing and other beauty treatment,,0
beauty beneath weddings limited,96020 - Hairdressing and other beauty treatment,,beauty addiction ltd,96020 - Hairdressing and other beauty treatment,,0
beauty beneath weddings limited,96020 - Hairdressing and other beauty treatment,,beauty at home ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bexhill limited,96020 - Hairdressing and other beauty treatment,,beauty anchor aesthetics limited,96020 - Hairdressing and other beauty treatment,,0
beauty bexhill limited,96020 - Hairdressing and other beauty treatment,,beauty at the gate limited,96020 - Hairdressing and other beauty treatment,,0
beauty bisou ltd,96020 - Hairdressing and other beauty treatment,,beauty & spa luxury ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bisou ltd,96020 - Hairdressing and other beauty treatment,,beauty bar (kettering) ltd,96020 - Hairdressing and other beauty treatment,,0
beauty biology ltd,96020 - Hairdressing and other beauty treatment,,beauty and spa ltd,96020 - Hairdressing and other beauty treatment,,0
beauty biology ltd,96020 - Hairdressing and other beauty treatment,,beauty basics glasgow ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bet ltd,96020 - Hairdressing and other beauty treatment,,beauty and the beast limited,96020 - Hairdressing and other beauty treatment,,0
beauty bet ltd,96020 - Hairdressing and other beauty treatment,,beauty barn clinic limited,96020 - Hairdressing and other beauty treatment,,0
beauty bi amy ltd,96020 - Hairdressing and other beauty treatment,,beauty and the barista ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bi amy ltd,96020 - Hairdressing and other beauty treatment,,beauty barn clinic limited,96020 - Hairdressing and other beauty treatment,,0
beauty @ blagdon limited,96020 - Hairdressing and other beauty treatment,,beauty and beyond (bridport) limited,96020 - Hairdressing and other beauty treatment,,0
beauty @ blagdon limited,96020 - Hairdressing and other beauty treatment,,beauty at all about you limited,96020 - Hairdressing and other beauty treatment,,0
beauty blends ltd,96020 - Hairdressing and other beauty treatment,,beauty academy manuals ltd,96020 - Hairdressing and other beauty treatment,,0
beauty blends ltd,96020 - Hairdressing and other beauty treatment,,beauty & wholeness bar ltd,96020 - Hairdressing and other beauty treatment,,0
beauty blends ltd,96020 - Hairdressing and other beauty treatment,,beauty bar one limited,96020 - Hairdressing and other beauty treatment,,0
beauty blessed ltd,96020 - Hairdressing and other beauty treatment,,beauty & the juice ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bliss limited,82990 - Other business support service activities not elsewhere classified,,beauty beautique ltd,82990 - Other business support service activities not elsewhere classified,,0
beauty bloom clinic ltd,96020 - Hairdressing and other beauty treatment,,beauty at no. 1 limited,96020 - Hairdressing and other beauty treatment,,0
beauty blocks ltd,47910 - Retail sale via mail order houses or via Internet,,beauty babe limited,47910 - Retail sale via mail order houses or via Internet,,0
beauty bliss therapies limited,96020 - Hairdressing and other beauty treatment,,beauty and the ink ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bliss therapies limited,96020 - Hairdressing and other beauty treatment,,beauty blessed ltd,96020 - Hairdressing and other beauty treatment,,0
beauty blush bar limited,96020 - Hairdressing and other beauty treatment,,beauty & well-being limited,96020 - Hairdressing and other beauty treatment,,0
beauty blush bar limited,96020 - Hairdressing and other beauty treatment,,beauty bee with debs ltd,96020 - Hairdressing and other beauty treatment,,0
beauty body centre ltd,96020 - Hairdressing and other beauty treatment,,beauty and hair ltd,96020 - Hairdressing and other beauty treatment,,0
beauty body centre ltd,96020 - Hairdressing and other beauty treatment,,beauty bar (calcot) ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bodies ltd,96020 - Hairdressing and other beauty treatment,,beauty and hairdressing limited,96020 - Hairdressing and other beauty treatment,,0
beauty bodies ltd,96020 - Hairdressing and other beauty treatment,,beauty at halo ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bodies ltd,96020 - Hairdressing and other beauty treatment,,beauty bliss therapies limited,96020 - Hairdressing and other beauty treatment,,0
beauty bombshell limited,96020 - Hairdressing and other beauty treatment,,beauty at home ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bomb ltd,96020 - Hairdressing and other beauty treatment,,beauty and brows limited,96020 - Hairdressing and other beauty treatment,,0
beauty bomb ltd,96020 - Hairdressing and other beauty treatment,,beauty bar at the mill ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bomb kilmarnock limited,96020 - Hairdressing and other beauty treatment,,beauty angel london limited,96020 - Hairdressing and other beauty treatment,,0
beauty bond pro ltd,96020 - Hairdressing and other beauty treatment,,beauty & buzz saloon ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bond pro ltd,96020 - Hairdressing and other beauty treatment,,beauty at nail spa ltd,96020 - Hairdressing and other beauty treatment,,0
beauty boost beauty and hair saloon ltd,96020 - Hairdressing and other beauty treatment,,beauty beneath hairdressing ltd,96020 - Hairdressing and other beauty treatment,,0
beauty boss ltd,96020 - Hairdressing and other beauty treatment,,beauty angels (nw) ltd,96020 - Hairdressing and other beauty treatment,,0
beauty booth (merthyr tydfil) limited,96020 - Hairdressing and other beauty treatment,,beauty above limited,96020 - Hairdressing and other beauty treatment,,0
beauty botanic limited,96020 - Hairdressing and other beauty treatment,,beauty and beyond (bridport) limited,96020 - Hairdressing and other beauty treatment,,0
beauty botanic limited,96020 - Hairdressing and other beauty treatment,,beauty at mine ltd,96020 - Hairdressing and other beauty treatment,,0
beauty botanic limited,96020 - Hairdressing and other beauty treatment,,beauty boulevard ltd,47750 - Retail sale of cosmetic and toilet articles in specialised stores,,0
beauty boss london ltd,96020 - Hairdressing and other beauty treatment,,beauty bee ltd,96020 - Hairdressing and other beauty treatment,,0
beauty boss ltd,96020 - Hairdressing and other beauty treatment,,beauty and the best ltd,96020 - Hairdressing and other beauty treatment,,0
beauty boss ltd,96020 - Hairdressing and other beauty treatment,,beauty @ blagdon limited,96020 - Hairdressing and other beauty treatment,,0
beauty bounty limited,96020 - Hairdressing and other beauty treatment,,beauty and the bride limited,96020 - Hairdressing and other beauty treatment,,0
beauty bounty limited,96020 - Hairdressing and other beauty treatment,,beauty base by sharnelle limited,96020 - Hairdressing and other beauty treatment,,0
beauty bound (nottingham) limited,96020 - Hairdressing and other beauty treatment,,beauty and hairdressing limited,96020 - Hairdressing and other beauty treatment,,0
beauty bound (nottingham) limited,96020 - Hairdressing and other beauty treatment,,beauty bomb kilmarnock limited,96020 - Hairdressing and other beauty treatment,,0
beauty bounce ltd,96020 - Hairdressing and other beauty treatment,,beauty at beaumedic ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bounce ltd,96020 - Hairdressing and other beauty treatment,,beauty bexhill limited,96020 - Hairdressing and other beauty treatment,,0
beauty bound ltd,96020 - Hairdressing and other beauty treatment,,beauty and the ink ltd,96020 - Hairdressing and other beauty treatment,,0
beauty bound ltd,96020 - Hairdressing and other beauty treatment,,beauty beauty hair ltd,96020 - Hairdressing and other beauty treatment,,0
beauty boutique & aesthetics ltd,96020 - Hairdressing and other beauty treatment,,beauty bee ltd,96020 - Hairdressing and other beauty treatment,,0
beauty boutique (baildon) ltd,96020 - Hairdressing and other beauty treatment,,beauty bazaar london ltd,96020 - Hairdressing and other beauty treatment,,0
beauty boutique bromyard limited,96020 - Hairdressing and other beauty treatment,,beauty and nail bar limited,96020 - Hairdressing and other beauty treatment,,0
beauty boutique bromyard limited,96020 - Hairdressing and other beauty treatment,,beauty bond pro ltd,96020 - Hairdressing and other beauty treatment,,0
beauty boutique fair oak limited,96020 - Hairdressing and other beauty treatment,,beauty at hearts boutique ltd,96020 - Hairdressing and other beauty treatment,,0
beauty boutique fife ltd,96020 - Hairdressing and other beauty treatment,,beauty and bubbles ltd,96020 - Hairdressing and other beauty treatment,,0
beauty boutique fife ltd,96020 - Hairdressing and other beauty treatment,,beauty bisou ltd,96020 - Hairdressing and other beauty treatment,,0
beauty boutique hanbury limited,96020 - Hairdressing and other beauty treatment,,beauty & the beach limited,96020 - Hairdressing and other beauty treatment,,0
beauty boutique hanbury limited,96020 - Hairdressing and other beauty treatment,,beauty basics limited,96020 - Hairdressing and other beauty treatment,,0
beauty boutique kensington ltd,96020 - Hairdressing and other beauty treatment,,beauty bloom clinic ltd,96020 - Hairdressing and other beauty treatment,,0
beauty boutique yorkshire ltd,96020 - Hairdressing and other beauty treatment,,beauty blessed ltd,96020 - Hairdressing and other beauty treatment,,0
beauty boutique (wigston) limited,96020 - Hairdressing and other beauty treatment,,beauty at number 1 limited,96020 - Hairdressing and other beauty treatment,,0
beauty boutique spondon limited,96020 - Hairdressing and other beauty treatment,,beauty & botox ltd,96020 - Hairdressing and other beauty treatment,,0
beauty boutique spondon limited,96020 - Hairdressing and other beauty treatment,,beauty bexhill limited,96020 - Hairdressing and other beauty treatment,,0
beauty box aesthetics limited,96020 - Hairdressing and other beauty treatment,,beauty and perfection salon limited,96020 - Hairdressing and other beauty treatment,,0
beauty box aesthetics limited,96020 - Hairdressing and other beauty treatment,,beauty basics skincare centre limited,96020 - Hairdressing and other beauty treatment,,0
beauty box limited,96020 - Hairdressing and other beauty treatment,,beauty anchor aesthetics limited,96020 - Hairdressing and other beauty treatment,,0
beauty box limited,96020 - Hairdressing and other beauty treatment,,beauty at the uber ltd,96020 - Hairdressing and other beauty treatment,,0
beauty box birmingham ltd,96020 - Hairdressing and other beauty treatment,,beauty ace limited,96020 - Hairdressing and other beauty treatment,,0
beauty box birmingham ltd,96020 - Hairdressing and other beauty treatment,,beauty bar one limited,96020 - Hairdressing and other beauty treatment,,0
beauty box barnt green ltd,96020 - Hairdressing and other beauty treatment,,beauty affair ltd,96020 - Hairdressing and other beauty treatment,,0
beauty box barnt green ltd,96020 - Hairdressing and other beauty treatment,,beauty at work ltd,96020 - Hairdressing and other beauty treatment,,0
beauty box barnt green ltd,96020 - Hairdressing and other beauty treatment,,beauty bond pro ltd,96020 - Hairdressing and other beauty treatment,,0
beauty box aesthetics (cardiff) ltd,96020 - Hairdressing and other beauty treatment,,beauty boss ltd,96020 - Hairdressing and other beauty treatment,,0
beauty box brooklands ltd,96020 - Hairdressing and other beauty treatment,,beauty bar desborough ltd,96020 - Hairdressing and other beauty treatment,,0
beauty box bristol limited,96020 - Hairdressing and other beauty treatment,,beauty ace limited,96020 - Hairdressing and other beauty treatment,,0
beauty box bristol limited,96020 - Hairdressing and other beauty treatment,,beauty asthetics limited,96020 - Hairdressing and other beauty treatment,,0
beauty box bristol limited,96020 - Hairdressing and other beauty treatment,,beauty boss ltd,96020 - Hairdressing and other beauty treatment,,0
new access (east anglia) limited,46460 - Wholesale of pharmaceutical goods,,new access group ltd,99999 - Dormant Company,,0
new affirmative limited,93290 - Other amusement and recreation activities not elsewhere classified,,new adventurelands limited,93290 - Other amusement and recreation activities not elsewhere classified,,0
new age beer limited,56302 - Public houses and bars,,new age boiler installations ltd,"43220 - Plumbing, heat and air-conditioning installation",,0
new age engineering ni ltd,71129 - Other engineering activities,,new age entertainment limited,7487 - Other business activities,,0
new age investments limited,68209 - Other letting and operating of own or leased real estate,,new age it solutions limited,62020 - Information technology consultancy activities,,0
new age pavement lights limited,43999 - Other specialised construction activities not elsewhere classified,,new age glass limited,43999 - Other specialised construction activities not elsewhere classified,,0
new age services limited,70229 - Management consultancy activities other than financial management,,new age smoke ltd,47789 - Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),,0
new agile solutions ltd,62090 - Other information technology service activities,,new ages technologies ltd,47910 - Retail sale via mail order houses or via Internet,,0
new almond limited,68209 - Other letting and operating of own or leased real estate,,new age investments limited,68209 - Other letting and operating of own or leased real estate,,0
good and better ltd,62090 - Other information technology service activities,,good ancestor limited,70229 - Management consultancy activities other than financial management,,0
good as new developments ltd,41100 - Development of building projects,,good as new ( n i ) limited,81222 - Specialised cleaning services,,0
good bluehouse limited,56101 - Licensed restaurants,,good as gold london limited,56101 - Licensed restaurants,,0
good brew coffee limited,47910 - Retail sale via mail order houses or via Internet,,good bread brothers ltd.,47290 - Other retail sale of food in specialised stores,,0
good call ltd,82200 - Activities of call centres,,good call mobile cic,46520 - Wholesale of electronic and telecommunications equipment and parts,,0
good care matters ltd,88100 - Social work activities without accommodation for the elderly and disabled,,good care dusks limited,47730 - Dispensing chemist in specialised stores,,0
good chat ltd,86900 - Other human health activities,,good chance theatre,90030 - Artistic creation,,0
good choi limited,56103 - Take-away food shops and mobile food stands,,good burger official limited,56103 - Take-away food shops and mobile food stands,,0
good choice services ltd,64999 - Financial intermediation not elsewhere classified,,good choice money limited,64999 - Financial intermediation not elsewhere classified,,0
good cod ltd,56102 - Unlicensed restaurants and cafes,,good coaching limited,70229 - Management consultancy activities other than financial management,,0
good company events ltd,96090 - Other service activities not elsewhere classified,,good chance ltd,96090 - Other service activities not elsewhere classified,,0
good contact limited,43210 - Electrical installation,,good consultants uk ltd,"74909 - Other professional, scientific and technical activities not elsewhere classified",,0
good creation services ltd,82990 - Other business support service activities not elsewhere classified,,good advice ltd,82990 - Other business support service activities not elsewhere classified,,0
good day cases ltd,47910 - Retail sale via mail order houses or via Internet,,good courage ltd,47910 - Retail sale via mail order houses or via Internet,,0
bad apple hair birmingham limited,96020 - Hairdressing and other beauty treatment,,bad apple engineering ltd,33160 - Repair and maintenance of aircraft and spacecraft,,0
bad beauty ltd,96020 - Hairdressing and other beauty treatment,,beauty bisou ltd,96020 - Hairdressing and other beauty treatment,,0
bad boujiee ltd,96020 - Hairdressing and other beauty treatment,,beauty bodies ltd,96020 - Hairdressing and other beauty treatment,,0
bad boys elite ltd,14190 - Manufacture of other wearing apparel and accessories not elsewhere classified,,bad boys corner uk ltd,47910 - Retail sale via mail order houses or via Internet,,0
bad b’s beauty by claudia ltd,96020 - Hairdressing and other beauty treatment,,bad beauty ltd,96020 - Hairdressing and other beauty treatment,,0
bad denim limited,47710 - Retail sale of clothing in specialised stores,,bad dinos ltd,59113 - Television programme production activities,,0
bad format limited,90030 - Artistic creation,,bad company entertainment limited,90030 - Artistic creation,,0
b.a.d h&s ltd,"74909 - Other professional, scientific and technical activities not elsewhere classified",,b.a.d consulting ltd,70229 - Management consultancy activities other than financial management,,0
bad laddie limited,59111 - Motion picture production activities,,bad donkey films limited,59111 - Motion picture production activities,,0
bad monkey pictures limited,90030 - Artistic creation,,bad format limited,90030 - Artistic creation,,0
bad pony media productions limited,58190 - Other publishing activities,,bad pony holdings ltd,64209 - Activities of other holding companies not elsewhere classified,,0
bad sheep limited,59112 - Video production activities,,bad noise ltd,59112 - Video production activities,,0
bad taste pictures ltd.,59111 - Motion picture production activities,,bad fairies ltd,59111 - Motion picture production activities,,0
bad vibrations film limited,59111 - Motion picture production activities,,bad manor films ltd,59111 - Motion picture production activities,,0
bad wolf horizon ltd,96090 - Other service activities not elsewhere classified,,bad ass clothing ltd,96090 - Other service activities not elsewhere classified,,0
z & c properties ltd,68100 - Buying and selling of own real estate,,z & co logistics limited,53100 - Postal activities under universal service obligation,,0
z & h logistics ltd,49410 - Freight transport by road,,z & h distribution ltd,46900 - Non-specialised wholesale trade,,0
z & k quality foods ltd,56102 - Unlicensed restaurants and cafes,,z & k kaspas ltd,56102 - Unlicensed restaurants and cafes,,0
z & n properties limited,68209 - Other letting and operating of own or leased real estate,,z & n pharma ltd,47730 - Dispensing chemist in specialised stores,,0
z & s (hove) limited,56302 - Public houses and bars,,z & s (brighton) ltd,56302 - Public houses and bars,,0
z & s real estates ltd,68100 - Buying and selling of own real estate,,z & e investments ltd,68100 - Buying and selling of own real estate,,0
z & x consultancy ltd,70229 - Management consultancy activities other than financial management,,z & w estates ltd,68209 - Other letting and operating of own or leased real estate,,0
z and z sectech ltd,46520 - Wholesale of electronic and telecommunications equipment and parts,,z and z management ltd,68100 - Buying and selling of own real estate,,0
z avenue records ltd,59200 - Sound recording and music publishing activities,,z autoz repairs ltd,45200 - Maintenance and repair of motor vehicles,,0
z cars (st ives) ltd,49320 - Taxi operation,,z cars bristol limited,49320 - Taxi operation,,0
z devices limited,47421 - Retail sale of mobile telephones,,z direct ltd,"47990 - Other retail sale not in stores, stalls or markets",,0
v allen limited,82990 - Other business support service activities not elsewhere classified,,v & sc limited,82990 - Other business support service activities not elsewhere classified,,0
v & a coatings limited,43390 - Other building completion and finishing,,v & a communications uk ltd,73110 - Advertising agencies,,0
v & a co (uk) limited,47290 - Other retail sale of food in specialised stores,,v & a building limited,41201 - Construction of commercial buildings,,0
v & a hydraulics limited,82990 - Other business support service activities not elsewhere classified,,v & a it consultant limited,62030 - Computer facilities management activities,,0
v & a real estate limited,68100 - Buying and selling of own real estate,,v & m commercial properties limited,68100 - Buying and selling of own real estate,,0
v & b news limited,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",,v & b investments ltd,68100 - Buying and selling of own real estate,,0
v & c dispensary north ltd,47190 - Other retail sale in non-specialised stores,,v & m earls court ltd,47190 - Other retail sale in non-specialised stores,,0
v & e properties ltd,41100 - Development of building projects,,v & r homes limited,41100 - Development of building projects,,0
v & e property investment ltd,68100 - Buying and selling of own real estate,,v & e estates ltd,68100 - Buying and selling of own real estate,,0
v & g holdings ltd,68100 - Buying and selling of own real estate,,v & b investments ltd,68100 - Buying and selling of own real estate,,0
v & h holiday lettings limited,68209 - Other letting and operating of own or leased real estate,,v & p holdings (uk) ltd,68209 - Other letting and operating of own or leased real estate,,0
v & i joinery ltd,43320 - Joinery installation,,v & i drylining ltd,43999 - Other specialised construction activities not elsewhere classified,,0
v & j developments ltd.,68100 - Buying and selling of own real estate,,v & p homes ltd,68100 - Buying and selling of own real estate,,0
v & j property ltd,68209 - Other letting and operating of own or leased real estate,,v & c happy days properties ltd,68209 - Other letting and operating of own or leased real estate,,0
v and k dismantlers limited,82990 - Other business support service activities not elsewhere classified,,v a d engineering limited,82990 - Other business support service activities not elsewhere classified,,0
v & l builders ltd,41201 - Construction of commercial buildings,,v & a building limited,41201 - Construction of commercial buildings,,0
v & m care limited,86900 - Other human health activities,,v & g company ltd,86900 - Other human health activities,,0
v & m engineering limited,71129 - Other engineering activities,,v & k dukes engineering & fabrication limited,71129 - Other engineering activities,,0
v & m earls court ltd,47190 - Other retail sale in non-specialised stores,,v & m consulting ltd,77110 - Renting and leasing of cars and light motor vehicles,,0
v & m guildford ltd,47190 - Other retail sale in non-specialised stores,,v & m (victoria) ltd,47190 - Other retail sale in non-specialised stores,,0
v & m leisure limited,56302 - Public houses and bars,,v & m kent ltd,47190 - Other retail sale in non-specialised stores,,0
v & m retail ltd,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",,v & k stores limited,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",,0
v & m (tolworth) ltd,47190 - Other retail sale in non-specialised stores,,v & m (teddington) ltd,47190 - Other retail sale in non-specialised stores,,0
v & n couriers limited,49410 - Freight transport by road,,v & n haulage ltd,49410 - Freight transport by road,,0
v & n property services limited,68100 - Buying and selling of own real estate,,v & m property management ltd,68100 - Buying and selling of own real estate,,0
v & o richmond limited,68209 - Other letting and operating of own or leased real estate,,v & l properties limited,68209 - Other letting and operating of own or leased real estate,,0
v & p commercial services ltd,62020 - Information technology consultancy activities,,v & k services limited,62020 - Information technology consultancy activities,,0
v & p estates limited,96090 - Other service activities not elsewhere classified,,v &e tyres ltd,96090 - Other service activities not elsewhere classified,,0
v & q properties ltd,68209 - Other letting and operating of own or leased real estate,,v & n associates ltd,68209 - Other letting and operating of own or leased real estate,,0
v & r electrical services limited,33190 - Repair of other equipment,,v & r enterprises ltd,47910 - Retail sale via mail order houses or via Internet,,0
v & r leisure limited,56302 - Public houses and bars,,v & jj limited,56302 - Public houses and bars,,0
v & r real estate limited,68209 - Other letting and operating of own or leased real estate,,v & p property services limited,68209 - Other letting and operating of own or leased real estate,,0
v & s cleaning limited,41202 - Construction of domestic buildings,,v & o ideal homes limited,41202 - Construction of domestic buildings,,0
v & s fabrications limited,43999 - Other specialised construction activities not elsewhere classified,,v & s estates ltd,68100 - Buying and selling of own real estate,,0
v & s no.(1) limited,98000 - Residents property management,,v & s magazines limited,46900 - Non-specialised wholesale trade,,0
u & g limited,96090 - Other service activities not elsewhere classified,,u & c von oppell limited,86220 - Specialists medical practice activities,,0
u and i investment portfolio limited,41100 - Development of building projects,,u and i (gvp) limited,41100 - Development of building projects,,0
u and i (pb) commercial limited,41100 - Development of building projects,,u and i (8ae) limited,41100 - Development of building projects,,0
u & i vision ltd,96090 - Other service activities not elsewhere classified,,u & j concepts ltd,56101 - Licensed restaurants,,0
u & s investment ltd,41100 - Development of building projects,,u & l properties ltd,41100 - Development of building projects,,0
u belper limited,68209 - Other letting and operating of own or leased real estate,,t a burke limited,68209 - Other letting and operating of own or leased real estate,,0
u consults limited,56103 - Take-away food shops and mobile food stands,,u connect services limited,53202 - Unlicensed carrier,,0
u g holdings limited,82990 - Other business support service activities not elsewhere classified,,u g c global services limited,82990 - Other business support service activities not elsewhere classified,,0
the london t limited,14132 - Manufacture of other women's outerwear,,the mg 't' society limited,58190 - Other publishing activities,,0
t a bates limited,41100 - Development of building projects,,t a a international limited,41100 - Development of building projects,,0
t a building services limited,81100 - Combined facilities support activities,,t a burke limited,68209 - Other letting and operating of own or leased real estate,,0
t a consultancies ltd,46180 - Agents specialised in the sale of other particular products,,t a conversions limited,71129 - Other engineering activities,,0
t a dickson ltd,69201 - Accounting and auditing activities,,t a downey limited,41202 - Construction of domestic buildings,,0
t a electrical solutions limited,43210 - Electrical installation,,t a electric company ltd,43210 - Electrical installation,,0
t a g green limited,82990 - Other business support service activities not elsewhere classified,,t a f components limited,82990 - Other business support service activities not elsewhere classified,,0
t. a. h trading limited,47789 - Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),,t. a. hamilton ltd,"43220 - Plumbing, heat and air-conditioning installation",,0
t a lancaster contracting limited,71129 - Other engineering activities,,t a conversions limited,71129 - Other engineering activities,,0
t allen construction ltd,43290 - Other construction installation,,t allen design limited,74100 - Specialised design activities,,0
t a medical ltd,86210 - General medical practice activities,,t a minimarket ltd,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",,0
t and aa ltd,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",,t a minimarket ltd,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",,0
t & a desserts ltd,56102 - Unlicensed restaurants and cafes,,t & a design limited,71129 - Other engineering activities,,0
t & a essex limited,47730 - Dispensing chemist in specialised stores,,t & a events ltd,93290 - Other amusement and recreation activities not elsewhere classified,,0
t & a haulage ltd,49410 - Freight transport by road,,t & a highways limited,42110 - Construction of roads and motorways,,0
t & a laing limited,43999 - Other specialised construction activities not elsewhere classified,,t & a leisure ltd,55100 - Hotels and similar accommodation,,0
t and a motors limited,45200 - Maintenance and repair of motor vehicles,,t and aa ltd,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",,0
t & a retails ltd,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",,t & a property holdings ltd,68100 - Buying and selling of own real estate,,0
t & a technical ltd,70229 - Management consultancy activities other than financial management,,t & a taxis limited,99999 - Dormant Company,,0
t & a williams property limited,64209 - Activities of other holding companies not elsewhere classified,,t & a vision limited,81221 - Window cleaning services,,0
t and b electricians ltd,43210 - Electrical installation,,t a baylis electrical services ltd,43210 - Electrical installation,,0
mssr investments ltd,56290 - Other food services,,mss finances limited,68201 - Renting and operating of Housing Association real estate,,0
